year	moisture	litterC	litterN	microbeC	humusC
0.9013698630136986	48.02670077001645	656.298497550316	30.844148718774218	227.24293876171777	8531.290713832428
1.9013698630136986	57.50813112344637	318.1891222304093	22.047841445897387	224.37062223126836	8115.951975716971
2.9013698630136986	53.3708908772628	361.652599404096	23.300482810856646	183.37987683165576	7760.828103413114
3.9013698630136986	11.274190180295271	313.02995789937864	21.06443481617109	184.08203319581688	7397.665650050388
4.901369863013699	7.235667635074836	359.7159564947648	21.7567566914064	179.1306482370974	7170.381729954267
5.901369863013699	4.929850898490935	361.7079303042314	22.45145808372809	165.49432872023792	6969.380914681002
6.901369863013699	22.33733187729097	371.9888384982666	23.022131470666235	156.33097981682383	6783.767340037975
7.901369863013699	17.916902262078104	342.67973693128977	21.136498321887483	166.74666149889828	6588.160339916994
8.901369863013699	36.02496918842055	290.12323105773237	19.012698784624778	182.9376534255095	6347.143551864464
9.901369863013699	32.73955895871756	476.1318198554085	25.86050892248629	126.22036783284	6262.2504467166455
10.901369863013699	34.790641647274754	395.17529043971905	22.177123548495707	152.57819175827476	6193.778603436584
11.901369863013699	4.920976703820186	489.43650018820296	28.847723086594055	99.98042173930644	6121.663314871671
12.901369863013699	10.686508243581203	619.5074942088252	27.828020708792348	132.82695639625504	6183.099528724565
13.901369863013699	7.666049784147541	449.29823838025766	23.96054720231179	153.49229211711366	6185.34402353645
14.901369863013699	31.151265414442662	617.2265757092453	28.267026353134952	133.47112890133312	6225.608916745358
15.901369863013699	5.062373596667877	442.5794019841077	23.23699129669315	166.0176778665707	6223.774100624428
16.9013698630137	18.01701860316877	364.83899364837214	21.4636912670681	160.4790760047013	6132.177259186824
17.9013698630137	33.25126221166713	390.96772015182415	21.673307578674514	154.87199398127865	6055.811565940037
18.9013698630137	18.794022846361965	536.9102611471575	27.151421189327664	126.25893621119616	6068.207758388909
19.9013698630137	9.401349762309009	506.0980572127019	26.518990300780203	130.89143104134953	6090.619056802658
20.9013698630137	40.31708288638095	514.0770823897632	26.51946441743284	129.38852219894534	6110.629500925473
21.9013698630137	33.89115062009612	430.96665562939364	22.74539482460506	157.4770866979935	6086.679206158005
22.9013698630137	23.682384939079686	379.38245050646543	20.928055494656313	162.53268718194172	6035.3577958391
23.9013698630137	42.072142391359066	363.7501412774935	22.67808056157338	135.27168767791332	5934.578619400909
24.9013698630137	37.732110189391626	534.9891364293951	25.571089782891974	128.10141998651366	5946.48571134584
